2019-11-29 01:25:38,306 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-11-29 01:25:38,422 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-11-29 01:25:38,430 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-11-29 01:25:38,430 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-11-29 01:25:38,468 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-11-29 01:25:38,469 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-11-29 01:25:38,807 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-11-29 01:29:54,111 INFO  SwAddin.cs: 271 - Assembly export called for file model_urdf_single.SLDASM
2019-11-29 01:29:54,112 INFO  SwAddin.cs: 276 - Save is required
2019-11-29 01:29:54,112 INFO  SwAddin.cs: 290 - Saving assembly
2019-11-29 01:29:55,014 INFO  SwAddin.cs: 293 - Opening property manager
2019-11-29 01:29:55,033 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf_single.SLDASM
2019-11-29 01:29:55,093 INFO  ExportHelperExtension.cs: 1142 - Found 29 in model_urdf_single.SLDASM
2019-11-29 01:29:55,095 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in model_urdf_single.SLDASM
2019-11-29 01:29:55,095 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:29:55,243 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:29:55,244 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf2-1
2019-11-29 01:29:55,245 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:29:55,246 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in model_urdf2-1
2019-11-29 01:29:55,248 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf_single.SLDASM
2019-11-29 01:29:55,248 INFO  ExportHelperExtension.cs: 1142 - Found 29 in model_urdf_single.SLDASM
2019-11-29 01:29:55,249 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf_single.SLDASM
2019-11-29 01:29:55,249 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:29:55,249 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:29:55,250 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf2-1
2019-11-29 01:29:55,250 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:29:55,252 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf2-1
2019-11-29 01:29:55,712 INFO  SwAddin.cs: 316 - Loading config tree
2019-11-29 01:29:55,716 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2019-11-29 01:29:55,721 INFO  SwAddin.cs: 321 - Showing property manager
2019-11-29 01:30:06,520 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-11-29 01:30:10,611 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2019-11-29 01:30:11,071 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-11-29 01:30:24,188 INFO  SwAddin.cs: 271 - Assembly export called for file model_urdf_single.SLDASM
2019-11-29 01:30:24,188 INFO  SwAddin.cs: 276 - Save is required
2019-11-29 01:30:24,188 INFO  SwAddin.cs: 290 - Saving assembly
2019-11-29 01:30:25,022 INFO  SwAddin.cs: 293 - Opening property manager
2019-11-29 01:30:25,022 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf_single.SLDASM
2019-11-29 01:30:25,023 INFO  ExportHelperExtension.cs: 1142 - Found 29 in model_urdf_single.SLDASM
2019-11-29 01:30:25,024 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in model_urdf_single.SLDASM
2019-11-29 01:30:25,024 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:30:25,025 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:30:25,025 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf2-1
2019-11-29 01:30:25,026 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:30:25,027 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in model_urdf2-1
2019-11-29 01:30:25,028 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf_single.SLDASM
2019-11-29 01:30:25,028 INFO  ExportHelperExtension.cs: 1142 - Found 29 in model_urdf_single.SLDASM
2019-11-29 01:30:25,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf_single.SLDASM
2019-11-29 01:30:25,029 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:30:25,029 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:30:25,030 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf2-1
2019-11-29 01:30:25,030 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:30:25,033 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf2-1
2019-11-29 01:30:25,369 INFO  SwAddin.cs: 316 - Loading config tree
2019-11-29 01:30:25,370 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2019-11-29 01:30:25,371 INFO  SwAddin.cs: 321 - Showing property manager
2019-11-29 01:30:27,410 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-11-29 01:30:32,457 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2019-11-29 01:30:34,206 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf_single.SLDASM
2019-11-29 01:30:34,211 INFO  ExportHelperExtension.cs: 1142 - Found 30 in model_urdf_single.SLDASM
2019-11-29 01:30:34,211 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in model_urdf_single.SLDASM
2019-11-29 01:30:34,211 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:30:34,212 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:30:34,212 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from model_urdf2-1
2019-11-29 01:30:34,212 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:30:34,213 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in model_urdf2-1
2019-11-29 01:30:34,214 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf_single.SLDASM
2019-11-29 01:30:34,214 INFO  ExportHelperExtension.cs: 1142 - Found 30 in model_urdf_single.SLDASM
2019-11-29 01:30:34,214 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf_single.SLDASM
2019-11-29 01:30:34,215 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-11-29 01:30:34,215 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2019-11-29 01:30:34,215 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from model_urdf2-1
2019-11-29 01:30:34,215 INFO  ExportHelperExtension.cs: 1142 - Found 197 in model_urdf2-1
2019-11-29 01:30:34,216 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in model_urdf2-1
2019-11-29 01:30:34,303 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-11-29 01:30:41,177 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2019-11-29 01:30:41,180 INFO  Serialization.cs: 275 - URDF Configuration found
